spkid,full_name,pha,class
20159495,159495 (2000 UV16),N,AMO
20159504,159504 (2000 WO67),Y,APO
20159518,159518 (2001 FF7),N,AMO
20159533,159533 (2001 HH31),N,AMO
20159555,159555 (2001 SJ276),N,AMO
20159560,159560 (2001 TO103),N,AMO
20159608,159608 (2002 AC2),N,AMO
20159609,159609 (2002 AQ3),N,AMO
20159635,159635 (2002 CZ46),N,AMO
20159677,159677 (2002 HQ11),N,APO
20159686,159686 (2002 LB6),N,APO
20159699,159699 (2002 PQ142),N,APO
20159856,159856 (2004 JW6),N,AMO
20159857,159857 (2004 LJ1),Y,APO
20159923,159923 (2004 YJ32),N,AMO
20159928,159928 (2005 CV69),N,APO
20159929,159929 (2005 UK),N,AMO
20161989,161989 Cacus (1978 CA),Y,APO
20161995,161995 (1983 LB),N,AMO
20161998,161998 (1988 PA),N,AMO
20161999,161999 (1989 RC),N,AMO
20162000,162000 (1990 OS),Y,APO
20162004,162004 (1991 VE),N,ATE
20162011,162011 Konnohmaru (1994 AB1),N,AMO
20162015,162015 (1994 TF2),N,ATE
20162038,162038 (1996 DH),N,AMO
20162039,162039 (1996 JG),Y,APO
20162058,162058 (1997 AE12),N,AMO
20162063,162063 (1997 EH29),N,APO
20162080,162080 (1998 DG16),N,ATE
20162082,162082 (1998 HL1),Y,APO
20162116,162116 (1998 SA15),Y,APO
20162117,162117 (1998 SD15),N,ATE
20162120,162120 (1998 SH36),Y,APO
20162142,162142 (1998 VR),N,ATE
20162149,162149 (1998 YQ11),N,AMO
20162157,162157 (1999 CV8),N,APO
20162161,162161 (1999 DK3),N,AMO
20162162,162162 (1999 DB7),Y,APO
20162168,162168 (1999 GT6),N,AMO
20162173,162173 Ryugu (1999 JU3),Y,APO
20162181,162181 (1999 LF6),N,APO
20162183,162183 (1999 NB5),Y,APO
20162186,162186 (1999 OP3),N,AMO
20162195,162195 (1999 RK45),N,APO
20162196,162196 (1999 RL45),N,AMO
20162210,162210 (1999 SM5),N,APO
20162214,162214 (1999 TC10),N,APO
20162215,162215 (1999 TL12),N,APO
20162269,162269 (1999 VO6),N,APO
20162273,162273 (1999 VL12),N,AMO
20162361,162361 (2000 AF6),Y,ATE
20162385,162385 (2000 BM19),N,ATE
20162416,162416 (2000 EH26),Y,APO
20162421,162421 (2000 ET70),Y,ATE
20162422,162422 (2000 EV70),Y,APO
20162433,162433 (2000 FK10),N,APO
20162452,162452 (2000 HO14),N,AMO
20162463,162463 (2000 JH5),N,APO
20162470,162470 (2000 KX43),N,APO
20162472,162472 (2000 LL),N,AMO
20162474,162474 (2000 LB16),Y,APO
20162483,162483 (2000 PJ5),N,ATE
20162510,162510 (2000 QW69),Y,APO
20162566,162566 (2000 RJ34),N,AMO
20162567,162567 (2000 RW37),Y,APO
20162581,162581 (2000 SA10),N,AMO
20162635,162635 (2000 SS164),N,AMO
20162679,162679 (2000 TK1),N,APO
20162687,162687 (2000 UH1),Y,APO
20162694,162694 (2000 UH11),N,ATE
20162695,162695 (2000 UL11),Y,APO
20162698,162698 (2000 UN30),N,AMO
20162723,162723 (2000 VM2),N,APO
20162740,162740 (2000 WF6),N,AMO
20162741,162741 (2000 WG6),N,AMO
20162781,162781 (2000 XL44),N,AMO
20162783,162783 (2000 YJ11),Y,APO
20162825,162825 (2001 BO61),Y,APO
20162854,162854 (2001 DE47),N,AMO
20162873,162873 (2001 FB7),N,AMO
20162882,162882 (2001 FD58),Y,APO
20162900,162900 (2001 HG31),N,AMO
20162903,162903 (2001 JV2),N,APO
20162911,162911 (2001 LL5),N,APO
20162913,162913 (2001 MT18),N,APO
20162922,162922 (2001 OY13),Y,APO
20162926,162926 (2001 OB36),N,AMO
20162979,162979 (2001 RA12),Y,APO
20162980,162980 (2001 RR17),N,APO
20162998,162998 (2001 SK162),Y,APO
20163000,163000 (2001 SW169),N,AMO
20163001,163001 (2001 SE170),N,AMO
20163014,163014 (2001 UA5),Y,APO
20163015,163015 (2001 UX16),N,APO
20163023,163023 (2001 XU1),N,ATE
20163026,163026 (2001 XR30),Y,APO
20163051,163051 (2001 YJ4),Y,APO
20163067,163067 (2002 AP3),Y,APO
20163070,163070 (2002 AO7),N,AMO
20163081,163081 (2002 AG29),N,APO
20163132,163132 (2002 CU11),Y,APO
20163191,163191 (2002 EQ9),N,APO
20163243,163243 (2002 FB3),Y,ATE
20163249,163249 (2002 GT),Y,APO
20163250,163250 (2002 GH1),N,AMO
20163252,163252 (2002 GD11),N,AMO
20163295,163295 (2002 HW),N,APO
20163335,163335 (2002 LJ),N,APO
20163348,163348 (2002 NN4),Y,ATE
20163364,163364 (2002 OD20),Y,APO
20163373,163373 (2002 PZ39),Y,APO
20163412,163412 (2002 RV25),N,AMO
20163454,163454 (2002 RN129),N,APO
20163667,163667 (2002 WC1),N,AMO
20163679,163679 (2002 XG84),N,APO
20163683,163683 (2002 YP2),Y,APO
20163691,163691 (2003 BB43),N,AMO
20163692,163692 (2003 CY18),N,APO
20163693,163693 Atira (2003 CP20),N,IEO
20163694,163694 (2003 DP13),N,AMO
20163696,163696 (2003 EB50),N,APO
20163697,163697 (2003 EF54),Y,APO
20163732,163732 (2003 KP2),N,APO
20163758,163758 (2003 OS13),N,APO
20163760,163760 (2003 OR14),N,AMO
20163818,163818 (2003 RX7),Y,APO
20163899,163899 (2003 SD220),Y,ATE
20163902,163902 (2003 SW222),N,AMO
20164120,164120 (2003 YK),N,APO
20164121,164121 (2003 YT1),Y,APO
20164184,164184 (2004 BF68),N,APO
20164201,164201 (2004 EC),N,APO
20164202,164202 (2004 EW),Y,ATE
20164206,164206 (2004 FN18),N,APO
20164207,164207 Cardea (2004 GU9),Y,APO
20164211,164211 (2004 JA27),Y,APO
20164214,164214 (2004 LZ11),N,AMO
20164215,164215 Doloreshill (2004 MF6),N,AMO
20164216,164216 (2004 OT11),Y,APO
20164217,164217 (2004 PT42),N,AMO
20164221,164221 (2004 QE20),N,AMO
20164222,164222 (2004 RN9),N,APO
20164294,164294 (2004 XZ130),N,IEO
20164341,164341 (2005 CO),N,AMO
20164342,164342 (2005 CP),N,APO
20164400,164400 (2005 GN59),Y,APO
20168044,168044 (2005 SG),N,ATE
20168318,168318 (1989 DA),Y,APO
20168378,168378 (1997 ET30),N,AMO
20168791,168791 (2000 SQ43),N,AMO
20169352,169352 (2001 UY16),N,APO
20169675,169675 (2002 JM97),N,AMO
20170013,170013 (2002 UO3),N,APO
20170086,170086 (2002 XR14),Y,APO
20170502,170502 (2003 WM7),N,APO
20170891,170891 (2004 TY16),N,AMO
20170903,170903 (2004 WS2),Y,APO
20171486,171486 (1996 MO),N,APO
20171576,171576 (1999 VP11),Y,APO
20171819,171819 (2001 FZ6),N,AMO
20171839,171839 (2001 JM1),Y,APO
20172034,172034 (2001 WR1),N,AMO
20172678,172678 (2003 YM137),Y,APO
20172718,172718 (2004 BD85),N,AMO
20172722,172722 (2004 BV102),N,APO
20172974,172974 (2005 YW55),N,AMO
20173232,173232 (1998 XC9),N,AMO
20173561,173561 (2000 YV137),Y,APO
20173664,173664 (2001 JU2),N,AMO
20173689,173689 (2001 PK9),N,AMO
20174050,174050 (2002 CC19),N,AMO
20174806,174806 (2003 XL),N,AMO
20174881,174881 (2004 BU58),N,APO
20175114,175114 (2004 QQ),N,APO
20175189,175189 (2005 EC224),N,AMO
20175706,175706 (1996 FG3),Y,APO
20175729,175729 (1998 BB10),Y,APO
20175921,175921 (2000 DM1),N,APO
20177016,177016 (2003 BM47),N,APO
20177049,177049 (2003 EE16),Y,APO
20177255,177255 (2003 WC25),N,AMO
20177614,177614 (2004 HK33),Y,APO
20177651,177651 (2004 XM14),N,APO
20178601,178601 (2000 CG59),N,AMO
20178871,178871 (2001 MA8),N,AMO
20179806,179806 (2002 TD66),Y,APO
20180186,180186 (2003 QZ30),Y,APO
20183548,183548 (2003 HU42),N,AMO
20184266,184266 (2004 VW14),Y,APO
20184990,184990 (2006 KE89),N,APO
20185702,185702 (1998 HK3),N,AMO
20185716,185716 (1998 SF35),N,AMO
20185851,185851 (2000 DP107),Y,APO
20185853,185853 (2000 ER70),N,AMO
20186822,186822 (2004 FE31),N,APO
20186823,186823 (2004 FN32),N,APO
20186844,186844 (2004 GA1),Y,APO
20187026,187026 (2005 EK70),N,ATE
20187040,187040 (2005 JS108),Y,APO
20188174,188174 (2002 JC),N,ATE
20188452,188452 (2004 HE62),N,AMO
20189008,189008 (1996 FR3),N,APO
20189011,189011 Ogmios (1997 NJ6),N,AMO
20189040,189040 (2000 MU1),Y,APO
20189058,189058 (2000 UT16),N,AMO
20189062,189062 (2000 VA45),N,AMO
20189173,189173 (2002 XY4),N,APO
20189263,189263 (2005 CA),N,AMO
20189552,189552 (2000 RL77),N,AMO
20189630,189630 (2001 LE6),N,APO
20189700,189700 (2001 TA45),N,AMO
20189865,189865 (2003 NC),Y,APO
20189973,189973 (2003 XE11),N,AMO
20190119,190119 (2004 VA64),N,APO
20190135,190135 (2005 QE30),N,APO
20190161,190161 (2005 TJ174),N,AMO
20190166,190166 (2005 UP156),N,AMO
20190208,190208 (2006 AQ),N,AMO
20190491,190491 (2000 FJ10),N,APO
20190758,190758 (2001 QH96),N,AMO
20190788,190788 (2001 RT17),N,APO
20191094,191094 (2002 EA3),N,APO
20192559,192559 (1998 VO),Y,APO
20192563,192563 (1998 WZ6),Y,APO
20192642,192642 (1999 RD32),N,APO
20193178,193178 (2000 PK5),N,APO
20194006,194006 (2001 SG10),Y,APO
20194126,194126 (2001 SG276),N,AMO
20194268,194268 (2001 UY4),Y,APO
20194386,194386 (2001 VG5),N,APO
20196068,196068 (2002 TW55),Y,APO
20196256,196256 (2003 EH1),N,AMO
20196625,196625 (2003 RM10),Y,APO
20197588,197588 (2004 HE12),Y,APO
20198752,198752 (2005 EA60),N,AMO
20198856,198856 (2005 LR3),N,AMO
20199003,199003 (2005 WJ56),Y,ATE
20199145,199145 (2005 YY128),Y,APO
20199801,199801 (2007 AE12),Y,APO
20200754,200754 (2001 WA25),N,APO
20200840,200840 (2001 XN254),Y,AMO
20202411,202411 (2005 RC),N,APO
20202435,202435 (2005 XH8),N,APO
20202683,202683 (2006 US216),Y,ATE
20203015,203015 (1999 YF3),N,AMO
20203217,203217 (2001 FX9),N,AMO
20203471,203471 (2002 AU4),N,ATE
20204131,204131 (2003 YL),N,APO
20204232,204232 (2004 DG2),N,APO
20205378,205378 (2001 BJ16),N,AMO
20205388,205388 (2001 DV8),N,AMO
20205744,205744 (2002 BK25),N,APO
20206359,206359 (2003 QM47),N,AMO
20206378,206378 (2003 RB),Y,APO
20206910,206910 (2004 NL8),Y,APO
20207398,207398 (2006 AS2),Y,APO
20207945,207945 (1991 JW),Y,APO
20207970,207970 (1996 BZ3),N,AMO
20208023,208023 (1999 AQ10),Y,ATE
20208115,208115 (2000 CT101),Y,APO
20208565,208565 (2002 CT11),N,APO
20208617,208617 (2002 EB3),N,APO
20209215,209215 (2003 WP25),N,ATE
20209924,209924 (2005 WS55),N,AMO
20210012,210012 (2006 KT1),N,AMO
20211871,211871 (2004 HO),N,APO
20211914,211914 (2004 RM251),N,AMO
20212359,212359 (2006 EV52),N,APO
20212546,212546 (2006 SV19),Y,AMO
20213053,213053 (1998 WT30),N,AMO
20213869,213869 (2003 SG170),N,APO
20214088,214088 (2004 JN13),N,APO
20214869,214869 (2007 PA8),Y,APO
20215167,215167 (2000 EL26),N,AMO
20215188,215188 (2000 NM),N,APO
20215442,215442 (2002 MQ3),N,ATE
20215588,215588 (2003 HF2),Y,APO
20215757,215757 (2004 FU64),N,AMO
20216115,216115 (2006 SU19),Y,APO
20216258,216258 (2006 WH1),Y,APO
20216523,216523 (2001 HY7),Y,ATE
20216689,216689 (2004 HM1),N,AMO
20216707,216707 (2004 XP164),N,AMO
20216985,216985 (2000 QK130),Y,APO
20217013,217013 (2001 AA50),N,AMO
20217390,217390 (2005 CW25),N,APO
20217430,217430 (2005 SN25),Y,APO
20217628,217628 Lugh (1990 HA),Y,APO
20217796,217796 (2000 TO64),N,AMO
20217807,217807 (2000 XK44),N,AMO
20217837,217837 (2001 LC),N,APO
20218017,218017 (2001 XV266),N,APO
20218863,218863 (2006 WO127),N,APO
20219021,219021 (1991 LH),N,APO
20219071,219071 (1997 US9),N,APO
20219527,219527 (2001 QK142),N,AMO
20220124,220124 (2002 TE66),N,APO
20220839,220839 (2004 VA),Y,APO
20220909,220909 (2005 EO1),N,APO
20221455,221455 (2006 BC10),Y,APO
20221787,221787 (2007 VZ30),N,AMO
20221980,221980 (1996 EO),Y,APO
20222008,222008 (1998 QQ63),N,AMO
20222073,222073 (1999 HY1),N,AMO
20222165,222165 (2000 AX93),N,AMO
20222869,222869 (2002 FB6),N,APO
20223456,223456 (2003 UB10),N,AMO
20224926,224926 (2007 DA41),N,APO
20225312,225312 (1996 XB27),N,AMO
20225416,225416 (1999 YC),N,APO
20225586,225586 (2000 WS67),N,APO
20225900,225900 (2002 AF3),N,APO
20226198,226198 (2002 UN3),N,AMO
20226219,226219 (2002 VT85),N,AMO
20226514,226514 (2003 UX34),Y,APO
20226554,226554 (2003 WR21),Y,APO
20228368,228368 (2000 WK10),Y,APO
20228502,228502 (2001 TE2),N,APO
20228587,228587 (2002 AP7),N,AMO
20229007,229007 (2003 XF11),N,APO
20229672,229672 (2006 WR1),N,APO
20230089,230089 (2000 WP148),N,APO
20230111,230111 (2001 BE10),Y,ATE
20230118,230118 (2001 DB3),N,AMO
20230420,230420 (2002 PP6),N,APO
20230549,230549 (2003 BH),Y,APO
20230599,230599 (2003 FJ1),N,APO
20230979,230979 (2005 AT42),N,AMO
20231134,231134 (2005 TU45),N,APO
20231792,231792 (2000 DH8),N,AMO
20231937,231937 (2001 FO32),Y,APO
20232368,232368 (2003 AZ2),N,AMO
20232382,232382 (2003 BT47),N,AMO
20232691,232691 (2004 AR1),Y,APO
20234061,234061 (1999 HE1),N,APO
20234145,234145 (2000 EW70),Y,ATE
20234341,234341 (2001 FZ57),N,ATE
20235086,235086 (2003 HW11),N,AMO
20235700,235700 (2004 TR13),N,APO
20235756,235756 (2004 VC),Y,APO
20236716,236716 (2007 FV42),N,AMO
20237442,237442 (1999 TA10),N,AMO
20237551,237551 (2000 WQ19),N,APO
20237805,237805 (2002 CF26),N,AMO
20238063,238063 (2003 EG),N,APO
20238456,238456 (2004 RK),N,APO
20239849,239849 (1999 VO11),N,APO
20240320,240320 (2003 HS42),N,AMO
20241370,241370 (2008 LW8),N,APO
20241596,241596 (1998 XM2),N,AMO
20241662,241662 (2000 KO44),N,AMO
20242147,242147 (2003 BH84),N,APO
20242187,242187 (2003 KR18),N,AMO
20242191,242191 (2003 NZ6),N,ATE
20242211,242211 (2003 QB90),N,AMO
20242216,242216 (2003 RN10),Y,AMO
20242450,242450 (2004 QY2),Y,APO
20242643,242643 (2005 NZ6),Y,APO
20242708,242708 (2005 UK1),Y,APO
20243025,243025 (2006 UM216),N,AMO
20243147,243147 (2007 TX18),N,AMO
20243298,243298 (2008 EN82),N,AMO
20243566,243566 (1995 SA),Y,APO
20244670,244670 (2003 KN18),N,APO
20244977,244977 (2004 BE68),Y,APO
20246138,246138 (2007 OG3),N,AMO
20247156,247156 (2000 YH29),N,AMO
20247360,247360 (2001 XU),Y,APO
20247517,247517 (2002 QY6),N,ATE
20248083,248083 (2004 QU24),N,AMO
20248590,248590 (2006 CS),N,APO
20248818,248818 (2006 SZ217),N,AMO
20248926,248926 (2006 WZ2),N,AMO
20249595,249595 (1997 GH28),N,AMO
20249615,249615 (1999 TB5),N,AMO
20249816,249816 (2001 FD90),N,AMO
20249886,249886 (2001 RY11),N,AMO
20250162,250162 (2002 TY57),N,AMO
20250458,250458 (2004 BO41),N,APO
20250577,250577 (2005 AC),N,APO
20250614,250614 (2005 GG),N,APO
20250620,250620 (2005 GE59),Y,APO
20250680,250680 (2005 QC5),Y,ATE
20250697,250697 (2005 QY151),N,APO
20250706,250706 (2005 RR6),Y,APO
20251346,251346 (2007 SJ),Y,APO
20251722,251722 (1997 US2),Y,APO
20251732,251732 (1998 HG49),N,AMO
20252091,252091 (2000 UP30),N,APO
20252373,252373 (2001 SA270),N,APO
20252399,252399 (2001 TX44),Y,ATE
20252558,252558 (2001 WT1),N,APO
20252793,252793 (2002 FW5),N,AMO
20253062,253062 (2002 TC70),N,AMO
20253106,253106 (2002 UR3),N,APO
20253586,253586 (2003 TX7),N,AMO
20253841,253841 (2003 YG118),Y,APO
20254417,254417 (2004 VV),N,APO
20254419,254419 (2004 VT60),N,AMO
20255071,255071 (2005 UH6),Y,APO
20255501,255501 (2006 BG),N,APO
20256004,256004 (2006 UP),N,AMO
20256412,256412 (2007 BT2),N,AMO
20256670,256670 (2007 XT58),N,AMO
20257744,257744 (2000 AD205),N,APO
20257838,257838 (2000 JQ66),N,AMO
20258325,258325 (2001 VB2),N,AMO
20259221,259221 (2003 BA21),N,APO
20259802,259802 (2004 BJ86),N,AMO
20260141,260141 (2004 QT24),Y,APO
20260277,260277 (2004 TR12),N,ATE
20261938,261938 (2006 OB5),N,AMO
20262623,262623 (2006 WY2),N,ATE
20263976,263976 (2009 KD5),Y,APO
20264308,264308 (1999 NA5),N,AMO
20264357,264357 (2000 AZ93),Y,ATE
20264993,264993 (2003 DX10),Y,APO
20265032,265032 (2003 OU),N,APO
20265187,265187 (2003 YS117),N,APO
20265196,265196 (2004 BW58),Y,APO
20265482,265482 (2005 EE),Y,APO
20265661,265661 (2005 UB),N,APO
20265962,265962 (2006 CG),N,AMO
20267131,267131 (2000 EK26),Y,APO
20267136,267136 (2000 EF104),N,APO
20267221,267221 (2001 AD2),Y,APO
20267223,267223 (2001 DQ8),N,APO
20267270,267270 (2001 RP17),N,AMO
20267337,267337 (2001 VK5),Y,APO
20267494,267494 (2002 JB9),Y,APO
20267720,267720 (2003 CA),Y,APO
20267729,267729 (2003 FC5),Y,APO
20267759,267759 (2003 MC7),N,AMO
20267940,267940 (2004 EM20),N,APO
20269690,269690 (1996 RG3),Y,APO
20271480,271480 (2004 FX31),N,APO
20274138,274138 (2008 FU6),N,APO
20274855,274855 (2009 RB4),N,AMO
20275545,275545 (1998 UN1),N,AMO
20275558,275558 (1999 RH33),N,AMO
20275611,275611 (1999 XX262),N,AMO
20275677,275677 (2000 RS11),Y,APO
20275714,275714 (2000 YH4),N,APO
20275792,275792 (2001 QH142),N,AMO
20275974,275974 (2001 XD),N,APO
20275975,275975 (2001 XF1),N,APO
20275976,275976 (2001 XV10),N,APO
20276033,276033 (2002 AJ129),Y,APO
20276049,276049 (2002 CE26),N,APO
20276111,276111 (2002 GM9),N,AMO
20276392,276392 (2002 XH4),N,AMO
20276397,276397 (2002 XA40),N,AMO
20276409,276409 (2002 YN2),N,APO
20276468,276468 (2003 HQ32),N,AMO
20276660,276660 (2003 WB25),N,AMO
20276703,276703 (2004 BL11),N,APO
20276732,276732 (2004 EV9),N,APO
20276770,276770 (2004 HC),N,ATE
20276786,276786 (2004 KD1),N,AMO
20276891,276891 (2004 RH340),N,APO
20277039,277039 (2005 CF41),N,APO
20277127,277127 (2005 GW119),N,AMO
20277142,277142 (2005 LG8),N,APO
20277279,277279 (2005 SA71),N,AMO
20277473,277473 (2005 WD1),N,AMO
20277475,277475 (2005 WK4),Y,APO
20277570,277570 (2005 YP180),Y,APO
20277616,277616 (2006 BN6),N,APO
20277617,277617 (2006 BT7),N,APO
20277810,277810 (2006 FV35),N,APO
20277830,277830 (2006 HR29),N,ATE
20277958,277958 (2006 SP134),N,APO
20278327,278327 (2007 HA59),N,APO
20278381,278381 (2007 MR),N,APO
20279744,279744 (1998 KM3),Y,APO
20279816,279816 (2000 JE5),Y,APO
20280136,280136 (2002 OM4),N,APO
20280244,280244 Ati (2002 WP11),N,AMO
20280491,280491 (2004 MO7),N,APO
20281070,281070 (2006 OY10),N,APO
20281365,281365 (2008 CM116),N,APO
20281375,281375 (2008 JV19),Y,ATE
20283457,283457 (2001 MQ3),N,AMO
20283460,283460 (2001 PD1),N,AMO
20283729,283729 (2002 UX),N,AMO
20284114,284114 (2005 TZ51),N,AMO
20284422,284422 (2006 YD),N,APO
20285110,285110 (1995 MA1),N,AMO
20285179,285179 (1996 TY11),N,APO
20285263,285263 (1998 QE2),Y,AMO
20285331,285331 (1999 FN53),N,APO
20285339,285339 (1999 JR6),N,APO
20285540,285540 (2000 GU127),N,APO
20285567,285567 (2000 OM),N,APO
20285571,285571 (2000 PQ9),N,AMO
20285625,285625 (2000 RD34),N,AMO
20285638,285638 (2000 SO10),N,APO
20285818,285818 (2001 BZ39),N,AMO
20285838,285838 (2001 FA1),N,AMO
20285944,285944 (2001 RZ11),N,AMO
20285990,285990 (2001 SK9),N,APO
20286079,286079 (2001 TW1),N,ATE
20286080,286080 (2001 TX1),Y,APO
20288592,288592 (2004 JW20),N,ATE
20288807,288807 (2004 RW164),N,APO
20288914,288914 (2004 SX),N,AMO
20289227,289227 (2004 XY60),N,ATE
20289315,289315 (2005 AN26),Y,APO
20290772,290772 (2005 VC),Y,APO
20292165,292165 (2006 SC6),N,APO
20292220,292220 (2006 SU49),Y,APO
20293054,293054 (2006 WP127),N,APO
20293726,293726 (2007 RQ17),N,APO
20294739,294739 (2008 CM),Y,APO
20296318,296318 (2009 EN2),N,APO
20297274,297274 (1996 SK),Y,APO
20297300,297300 (1998 SC15),Y,APO
20297418,297418 (2000 SP43),Y,ATE
20299582,299582 (2006 GQ2),N,APO
20301011,301011 (2008 JO),N,APO
20301844,301844 (1990 UA),Y,APO
20302010,302010 (2000 SH8),N,APO
20302156,302156 (2001 SF286),N,APO
20302169,302169 (2001 TD45),Y,ATE
20302311,302311 (2002 AA),N,APO
20302523,302523 (2002 KH3),N,AMO
20302591,302591 (2002 QE7),N,AMO
20302800,302800 (2003 AA),N,AMO
20302830,302830 (2003 FB),N,APO
20302831,302831 (2003 FH),Y,APO
20302871,302871 (2003 HA22),N,AMO
20303174,303174 (2004 FH11),N,AMO
20303248,303248 (2004 QV16),N,APO
20303250,303250 (2004 RU10),N,ATE
20303262,303262 (2004 RJ84),N,APO
20303449,303449 (2005 BE2),N,APO
20303450,303450 (2005 BY2),Y,APO
20303933,303933 (2005 VQ),N,APO
20304088,304088 (2006 HX5),N,AMO
20304153,304153 (2006 OU10),N,AMO
20304293,304293 (2006 SQ78),N,APO
20304330,304330 (2006 SX217),Y,APO
20304640,304640 (2006 WW1),N,APO
20305090,305090 (2007 VQ4),N,AMO
20306367,306367 Nut (5025 P-L),N,APO
20306383,306383 (1993 VD),Y,ATE
20306431,306431 (1998 SR49),N,AMO
20306462,306462 (1999 RC32),N,AMO
20306523,306523 (1999 XR35),N,AMO
20306595,306595 (2000 GG147),N,AMO
20306918,306918 (2001 UQ11),N,AMO
20307005,307005 (2001 XP1),Y,APO
20307070,307070 (2002 AV31),N,APO
20307161,307161 (2002 DY3),N,AMO
20307493,307493 (2002 XP90),N,APO
20307564,307564 (2003 FQ6),N,AMO
20307918,307918 (2004 EU9),N,ATE
20308041,308041 (2004 TN),N,APO
20308043,308043 (2004 TH10),N,APO
20308127,308127 (2004 XM130),N,AMO
20308242,308242 (2005 GO21),Y,ATE
20308635,308635 (2005 YU55),Y,APO
20308899,308899 (2006 SL198),N,AMO
20309203,309203 (2007 GG),N,AMO
20309214,309214 (2007 LL),N,ATE
20309662,309662 (2008 EE),N,ATE
20309728,309728 (2008 JF),N,AMO
20310402,310402 (1999 EE5),N,AMO
20310442,310442 (2000 CH59),Y,ATE
20310560,310560 (2001 QL142),Y,APO
20310737,310737 (2002 QG24),N,AMO
20310842,310842 (2003 AK18),N,ATE
20311044,311044 (2004 BB103),Y,APO
20311066,311066 (2004 DC),Y,APO
20311321,311321 (2005 NP1),N,AMO
20311554,311554 (2006 BQ147),N,ATE
20311555,311555 (2006 BA148),N,APO
20311925,311925 (2007 BF72),N,AMO
20312070,312070 (2007 TA19),Y,ATE
20312473,312473 (2008 SX245),N,AMO
20312942,312942 (1995 EK1),N,APO
20312956,312956 (1997 CZ3),N,APO
20313276,313276 (2002 AX1),N,ATE
20313538,313538 (2002 YB12),N,APO
20313548,313548 (2003 BL1),N,AMO
20313552,313552 (2003 BX33),N,APO
20313809,313809 (2004 BH41),N,APO
20314079,314079 (2005 CV25),N,APO
20314082,314082 Dryope (2005 CZ36),Y,APO
20314212,314212 (2005 NJ1),Y,APO
20315020,315020 (2007 BG49),N,AMO
20315098,315098 (2007 EX),N,ATE
20315508,315508 (2008 AB31),N,AMO
20316695,316695 (1996 TE9),N,AMO
20317212,317212 (2002 CW46),N,AMO
20317255,317255 (2002 DJ5),Y,APO
20317643,317643 (2003 FH1),N,APO
20317685,317685 (2003 NO4),N,AMO
20318050,318050 (2004 FC32),N,AMO
20318160,318160 (2004 QZ2),N,AMO
20318411,318411 (2005 AH14),N,APO
20318450,318450 (2005 EJ),N,AMO
20319988,319988 (2007 DK),N,APO
20320378,320378 (2007 UR3),N,AMO
20322652,322652 (1999 JO8),N,AMO
20322705,322705 (2000 DK8),N,APO
20322756,322756 (2001 CK32),N,ATE
20322763,322763 (2001 FA7),N,APO
20322775,322775 (2001 HA8),N,AMO
20322913,322913 (2002 CM1),N,AMO
20322966,322966 (2002 KF4),N,AMO
20323179,323179 (2003 HR32),N,APO
20323300,323300 (2003 UD22),N,APO
20325102,325102 (2008 EY5),N,ATE
20325395,325395 (2009 CQ5),Y,ATE
20325769,325769 (2010 LY63),N,AMO
20326290,326290 Akhenaten (1998 HE3),Y,ATE
20326291,326291 (1998 HM3),N,AMO
20326302,326302 (1998 VN),N,APO
20326332,326332 (2000 GS146),N,AMO
20326354,326354 (2000 SJ344),N,APO
20326386,326386 (2001 OA14),N,APO
20326388,326388 (2001 QD96),N,APO
20326683,326683 (2002 WP),N,AMO
20326732,326732 Nice (2003 HB6),N,AMO
20326742,326742 (2003 QN47),N,AMO
20326777,326777 (2003 SV222),N,AMO
20326946,326946 (2004 EN20),N,AMO
20327140,327140 (2005 EE224),N,AMO
20328059,328059 (2007 UB6),N,AMO
20329275,329275 (1999 VP6),N,APO
20329291,329291 (2000 JB6),N,AMO
20329338,329338 (2001 JW2),N,APO
20329340,329340 (2001 LM5),N,AMO
20329343,329343 (2001 QG96),N,AMO
20329390,329390 (2001 YP2),N,AMO
20329395,329395 (2002 AC),N,APO
20329437,329437 (2002 OA22),Y,ATE
20329520,329520 (2002 SV),N,AMO
20329571,329571 (2002 VC92),N,AMO
20329614,329614 (2003 KU2),Y,APO
20329669,329669 (2003 UD8),N,AMO
20329713,329713 (2003 WO7),N,AMO
20329770,329770 (2004 JA),N,APO
20329774,329774 (2004 LE),N,APO
20329915,329915 (2005 MB),N,ATE
20330233,330233 (2006 KV86),Y,APO
20330659,330659 (2008 GG2),N,AMO
20330809,330809 (2008 VK14),N,APO
20330825,330825 (2008 XE3),N,AMO
20331471,331471 (1984 QY1),N,APO
20331509,331509 (1999 YA),N,AMO
20331510,331510 (2000 AE6),N,AMO
20331769,331769 (2003 BQ35),N,AMO
20331792,331792 (2003 MT2),N,AMO
20331876,331876 (2004 CL),Y,APO
20331963,331963 (2004 XK35),N,AMO
20331990,331990 (2005 FD),N,APO
20331999,331999 (2005 HA8),N,AMO
20332408,332408 (2007 MM13),N,APO
20332446,332446 (2008 AF4),Y,APO
20332775,332775 (2009 VO24),N,APO
20333284,333284 (1999 PJ1),N,AMO
20333311,333311 (2001 MR3),N,AMO
20333358,333358 (2001 WN1),N,AMO
20333478,333478 (2004 SD20),N,ATE
20333480,333480 (2004 TC10),N,APO
20333510,333510 (2005 MD),N,APO
20333521,333521 (2005 PO),Y,APO
20333555,333555 (2005 VY17),N,AMO
20333578,333578 (2006 KM103),Y,APO
20333707,333707 (2008 YT30),N,APO
